partidas_unicas;perspectivas_de_equipe;partidas_modelagem;equipes_representadas;equipes_catalogadas;primeira_data;ultima_data;partidas_lan;partidas_online
14028;20527;2840;97;882;2023-09-27;2026-03-22;3602;10426
