Match_Date,Season_Label,Season_Usage,Team_ID,Team_Name,Opponent,Team_Score,Opponent_Score,Win,Best_Of,LAN_Online,Match_ID,Match_URL
2025-08-21,2025_s2,train,11251,Eternal Fire,500,2,0,1,bo3,ONLINE,2384543,https://www.hltv.org/matches/2384543/500-vs-eternal-fire-cct-season-3-europe-series-5
2025-08-20,2025_s2,train,11251,Eternal Fire,CYBERSHOKE,0,2,0,bo3,ONLINE,2384537,https://www.hltv.org/matches/2384537/cybershoke-vs-eternal-fire-cct-season-3-europe-series-5
2025-08-18,2025_s2,train,11251,Eternal Fire,SINNERS,2,1,1,bo3,ONLINE,2384530,https://www.hltv.org/matches/2384530/eternal-fire-vs-sinners-cct-season-3-europe-series-5-closed-qualifier
2025-08-15,2025_s2,train,11251,Eternal Fire,WOPA,1,2,0,bo3,ONLINE,2384254,https://www.hltv.org/matches/2384254/eternal-fire-vs-wopa-european-pro-league-season-27
2025-08-14,2025_s2,train,11251,Eternal Fire,Imperial Valkyries,2,0,1,bo3,ONLINE,2384520,https://www.hltv.org/matches/2384520/imperial-valkyries-vs-eternal-fire-cct-season-3-europe-series-5-closed-qualifier
2025-08-13,2025_s2,train,11251,Eternal Fire,HEROIC Academy,2,0,1,bo3,ONLINE,2384512,https://www.hltv.org/matches/2384512/eternal-fire-vs-heroic-academy-cct-season-3-europe-series-5-closed-qualifier
2025-08-10,2025_s2,train,11251,Eternal Fire,FAVBET,1,2,0,bo3,ONLINE,2384199,https://www.hltv.org/matches/2384199/eternal-fire-vs-favbet-thunderpick-world-championship-2025-european-series-2
2025-08-10,2025_s2,train,11251,Eternal Fire,G2 Ares,2,0,1,bo3,ONLINE,2384244,https://www.hltv.org/matches/2384244/eternal-fire-vs-g2-ares-european-pro-league-season-27
2025-08-08,2025_s2,train,11251,Eternal Fire,Reason,0,2,0,bo3,ONLINE,2384195,https://www.hltv.org/matches/2384195/reason-vs-eternal-fire-thunderpick-world-championship-2025-european-series-2
2025-08-08,2025_s2,train,11251,Eternal Fire,Monte,2,1,1,bo3,ONLINE,2384186,https://www.hltv.org/matches/2384186/monte-vs-eternal-fire-thunderpick-world-championship-2025-european-series-2
2025-08-06,2025_s2,train,11251,Eternal Fire,WOPA,1,2,0,bo3,ONLINE,2384216,https://www.hltv.org/matches/2384216/eternal-fire-vs-wopa-european-pro-league-season-27
2025-08-05,2025_s2,train,11251,Eternal Fire,Volt,1,2,0,bo3,ONLINE,2384103,https://www.hltv.org/matches/2384103/eternal-fire-vs-volt-european-pro-league-2nd-division-season-24
2025-08-04,2025_s2,train,11251,Eternal Fire,MANA,2,1,1,bo3,ONLINE,2384101,https://www.hltv.org/matches/2384101/mana-vs-eternal-fire-european-pro-league-2nd-division-season-24
2025-08-01,2025_s2,train,11251,Eternal Fire,fish123,2,1,1,bo3,ONLINE,2384096,https://www.hltv.org/matches/2384096/eternal-fire-vs-fish123-european-pro-league-2nd-division-season-24
2025-07-29,2025_s2,train,11251,Eternal Fire,AaB,2,0,1,bo3,ONLINE,2384083,https://www.hltv.org/matches/2384083/eternal-fire-vs-aab-european-pro-league-2nd-division-season-24
2025-07-27,2025_s2,train,11251,Eternal Fire,33,0,2,0,bo3,ONLINE,2383936,https://www.hltv.org/matches/2383936/eternal-fire-vs-33-cct-season-3-europe-series-4-closed-qualifier
2025-07-24,2025_s2,train,11251,Eternal Fire,NIP Impact,2,1,1,bo3,ONLINE,2383928,https://www.hltv.org/matches/2383928/eternal-fire-vs-nip-impact-cct-season-3-europe-series-4-closed-qualifier
2025-07-23,2025_s2,train,11251,Eternal Fire,33,0,2,0,bo3,ONLINE,2383921,https://www.hltv.org/matches/2383921/33-vs-eternal-fire-cct-season-3-europe-series-4-closed-qualifier
2025-06-27,2025_s1,train,11251,Eternal Fire,Bushido Wildcats,2,3,0,bo5,LAN,2383363,https://www.hltv.org/matches/2383363/eternal-fire-vs-bushido-wildcats-btcturk-gamefest-2025-finals
2025-06-23,2025_s1,train,11251,Eternal Fire,Nexus,1,2,0,bo3,ONLINE,2383354,https://www.hltv.org/matches/2383354/nexus-vs-eternal-fire-exort-series-12
2025-06-23,2025_s1,train,11251,Eternal Fire,RUSTEC,2,1,1,bo3,ONLINE,2383353,https://www.hltv.org/matches/2383353/rustec-vs-eternal-fire-exort-series-12
2025-06-22,2025_s1,train,11251,Eternal Fire,FORZE Reload,2,0,1,bo3,ONLINE,2383351,https://www.hltv.org/matches/2383351/forze-reload-vs-eternal-fire-exort-series-12
2025-06-17,2025_s1,train,11251,Eternal Fire,Fire Flux,2,1,1,bo3,ONLINE,2383129,https://www.hltv.org/matches/2383129/fire-flux-vs-eternal-fire-btcturk-gamefest-2025
2025-06-16,2025_s1,train,11251,Eternal Fire,Sangal Academy,2,0,1,bo3,ONLINE,2383126,https://www.hltv.org/matches/2383126/eternal-fire-vs-sangal-academy-btcturk-gamefest-2025
2025-06-08,2025_s1,train,11251,Eternal Fire,TNL,0,2,0,bo3,ONLINE,2383048,https://www.hltv.org/matches/2383048/eternal-fire-vs-tnl-esea-advanced-season-53-europe
2025-06-06,2025_s1,train,11251,Eternal Fire,undeRRRated,2,1,1,bo3,ONLINE,2383041,https://www.hltv.org/matches/2383041/underrrated-vs-eternal-fire-esea-advanced-season-53-europe
2025-06-04,2025_s1,train,11251,Eternal Fire,Kubix,2,1,1,bo3,ONLINE,2382979,https://www.hltv.org/matches/2382979/eternal-fire-vs-kubix-esea-advanced-season-53-europe
2025-06-02,2025_s1,train,11251,Eternal Fire,XP Academy,2,0,1,bo3,ONLINE,2382969,https://www.hltv.org/matches/2382969/xp-academy-vs-eternal-fire-esea-advanced-season-53-europe
2025-05-31,2025_s1,train,11251,Eternal Fire,RUSH B,0,2,0,bo3,ONLINE,2382930,https://www.hltv.org/matches/2382930/rush-b-vs-eternal-fire-esea-advanced-season-53-europe
2025-05-29,2025_s1,train,11251,Eternal Fire,Bushido Wildcats,2,0,1,bo3,ONLINE,2382893,https://www.hltv.org/matches/2382893/eternal-fire-vs-bushido-wildcats-esea-advanced-season-53-europe
2025-03-29,2025_s1,train,11251,Eternal Fire,MOUZ,0,2,0,bo3,LAN,2380133,https://www.hltv.org/matches/2380133/eternal-fire-vs-mouz-blast-open-lisbon-2025
2025-03-24,2025_s1,train,11251,Eternal Fire,Natus Vincere,2,0,1,bo3,LAN,2380128,https://www.hltv.org/matches/2380128/eternal-fire-vs-natus-vincere-blast-open-lisbon-2025
2025-03-22,2025_s1,train,11251,Eternal Fire,G2,2,0,1,bo3,LAN,2380118,https://www.hltv.org/matches/2380118/g2-vs-eternal-fire-blast-open-lisbon-2025
2025-03-20,2025_s1,train,11251,Eternal Fire,Liquid,2,0,1,bo3,LAN,2380005,https://www.hltv.org/matches/2380005/eternal-fire-vs-liquid-blast-open-lisbon-2025
2025-03-13,2025_s1,train,11251,Eternal Fire,Spirit,1,2,0,bo3,LAN,2380075,https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21
2025-03-11,2025_s1,train,11251,Eternal Fire,Falcons,2,1,1,bo3,LAN,2380070,https://www.hltv.org/matches/2380070/falcons-vs-eternal-fire-esl-pro-league-season-21
2025-03-10,2025_s1,train,11251,Eternal Fire,paiN,2,0,1,bo3,LAN,2380066,https://www.hltv.org/matches/2380066/eternal-fire-vs-pain-esl-pro-league-season-21
2025-03-09,2025_s1,train,11251,Eternal Fire,Liquid,0,2,0,bo3,LAN,2380062,https://www.hltv.org/matches/2380062/liquid-vs-eternal-fire-esl-pro-league-season-21
2025-03-08,2025_s1,train,11251,Eternal Fire,MIBR,2,0,1,bo3,LAN,2380048,https://www.hltv.org/matches/2380048/eternal-fire-vs-mibr-esl-pro-league-season-21
2025-03-07,2025_s1,train,11251,Eternal Fire,3DMAX,0,2,0,bo3,LAN,2380045,https://www.hltv.org/matches/2380045/eternal-fire-vs-3dmax-esl-pro-league-season-21
2025-03-04,2025_s1,train,11251,Eternal Fire,FlyQuest,2,0,1,bo3,LAN,2380032,https://www.hltv.org/matches/2380032/eternal-fire-vs-flyquest-esl-pro-league-season-21-stage-1
2025-03-03,2025_s1,train,11251,Eternal Fire,NRG,2,0,1,bo3,LAN,2380028,https://www.hltv.org/matches/2380028/eternal-fire-vs-nrg-esl-pro-league-season-21-stage-1
2025-03-02,2025_s1,train,11251,Eternal Fire,TYLOO,0,2,0,bo3,LAN,2380016,https://www.hltv.org/matches/2380016/eternal-fire-vs-tyloo-esl-pro-league-season-21-stage-1
2025-03-01,2025_s1,train,11251,Eternal Fire,Mindfreak,2,0,1,bo3,LAN,2379992,https://www.hltv.org/matches/2379992/eternal-fire-vs-mindfreak-esl-pro-league-season-21-stage-1
2025-02-21,2025_s1,train,11251,Eternal Fire,Falcons,1,2,0,bo3,LAN,2379361,https://www.hltv.org/matches/2379361/falcons-vs-eternal-fire-pgl-cluj-napoca-2025
2025-02-17,2025_s1,train,11251,Eternal Fire,3DMAX,2,1,1,bo3,LAN,2379352,https://www.hltv.org/matches/2379352/3dmax-vs-eternal-fire-pgl-cluj-napoca-2025
2025-02-16,2025_s1,train,11251,Eternal Fire,BIG,2,0,1,bo3,LAN,2379342,https://www.hltv.org/matches/2379342/eternal-fire-vs-big-pgl-cluj-napoca-2025
2025-02-15,2025_s1,train,11251,Eternal Fire,FaZe,1,2,0,bo3,LAN,2379338,https://www.hltv.org/matches/2379338/faze-vs-eternal-fire-pgl-cluj-napoca-2025
2025-02-14,2025_s1,train,11251,Eternal Fire,Imperial Valkyries,2,0,1,bo3,LAN,2379333,https://www.hltv.org/matches/2379333/eternal-fire-vs-imperial-valkyries-pgl-cluj-napoca-2025
2025-02-07,2025_s1,train,11251,Eternal Fire,The MongolZ,0,2,0,bo3,LAN,2378913,https://www.hltv.org/matches/2378913/the-mongolz-vs-eternal-fire-iem-katowice-2025
2025-02-04,2025_s1,train,11251,Eternal Fire,FaZe,2,0,1,bo3,LAN,2378909,https://www.hltv.org/matches/2378909/eternal-fire-vs-faze-iem-katowice-2025
2025-02-03,2025_s1,train,11251,Eternal Fire,3DMAX,2,1,1,bo3,LAN,2378906,https://www.hltv.org/matches/2378906/eternal-fire-vs-3dmax-iem-katowice-2025
2025-02-02,2025_s1,train,11251,Eternal Fire,Virtus.pro,1,2,0,bo3,LAN,2378897,https://www.hltv.org/matches/2378897/eternal-fire-vs-virtuspro-iem-katowice-2025
2025-02-01,2025_s1,train,11251,Eternal Fire,Falcons,2,0,1,bo3,LAN,2378781,https://www.hltv.org/matches/2378781/falcons-vs-eternal-fire-iem-katowice-2025
2025-01-30,2025_s1,train,11251,Eternal Fire,HEROIC,2,0,1,bo3,LAN,2378690,https://www.hltv.org/matches/2378690/eternal-fire-vs-heroic-iem-katowice-2025-play-in
2025-01-29,2025_s1,train,11251,Eternal Fire,Complexity,2,0,1,bo3,LAN,2378416,https://www.hltv.org/matches/2378416/complexity-vs-eternal-fire-iem-katowice-2025-play-in
2025-01-26,2025_s1,train,11251,Eternal Fire,Spirit,1,3,0,bo5,LAN,2378460,https://www.hltv.org/matches/2378460/eternal-fire-vs-spirit-blast-bounty-2025-season-1-finals
2025-01-25,2025_s1,train,11251,Eternal Fire,G2,2,1,1,bo3,LAN,2378458,https://www.hltv.org/matches/2378458/g2-vs-eternal-fire-blast-bounty-2025-season-1-finals
2025-01-24,2025_s1,train,11251,Eternal Fire,Vitality,2,0,1,bo3,LAN,2378456,https://www.hltv.org/matches/2378456/vitality-vs-eternal-fire-blast-bounty-2025-season-1-finals
2025-01-19,2025_s1,train,11251,Eternal Fire,Falcons,2,0,1,bo3,ONLINE,2378224,https://www.hltv.org/matches/2378224/eternal-fire-vs-falcons-blast-bounty-2025-season-1
2025-01-16,2025_s1,train,11251,Eternal Fire,Fluxo,2,0,1,bo3,ONLINE,2378213,https://www.hltv.org/matches/2378213/eternal-fire-vs-fluxo-blast-bounty-2025-season-1
2024-11-23,2024_s2,train,11251,Eternal Fire,Astralis,1,2,0,bo3,LAN,2377048,https://www.hltv.org/matches/2377048/eternal-fire-vs-astralis-perfect-world-shanghai-major-2024-europe-rmr-b
2024-11-22,2024_s2,train,11251,Eternal Fire,Sashi,7,13,0,bo1,LAN,2377038,https://www.hltv.org/matches/2377038/eternal-fire-vs-sashi-perfect-world-shanghai-major-2024-europe-rmr-b
2024-11-21,2024_s2,train,11251,Eternal Fire,3DMAX,16,19,0,bo1,LAN,2377031,https://www.hltv.org/matches/2377031/eternal-fire-vs-3dmax-perfect-world-shanghai-major-2024-europe-rmr-b
2024-11-21,2024_s2,train,11251,Eternal Fire,Aurora,13,8,1,bo1,LAN,2376948,https://www.hltv.org/matches/2376948/eternal-fire-vs-aurora-perfect-world-shanghai-major-2024-europe-rmr-b
2024-10-26,2024_s2,train,11251,Eternal Fire,B8,0,2,0,bo3,LAN,2376831,https://www.hltv.org/matches/2376831/b8-vs-eternal-fire-esl-challenger-katowice-2024
2024-10-26,2024_s2,train,11251,Eternal Fire,Falcons,2,0,1,bo3,LAN,2376830,https://www.hltv.org/matches/2376830/eternal-fire-vs-falcons-esl-challenger-katowice-2024
2024-10-25,2024_s2,train,11251,Eternal Fire,B8,11,13,0,bo1,LAN,2376827,https://www.hltv.org/matches/2376827/eternal-fire-vs-b8-esl-challenger-katowice-2024
2024-10-09,2024_s2,train,11251,Eternal Fire,The MongolZ,1,2,0,bo3,LAN,2376500,https://www.hltv.org/matches/2376500/the-mongolz-vs-eternal-fire-iem-rio-2024
2024-10-08,2024_s2,train,11251,Eternal Fire,G2,2,0,1,bo3,LAN,2376496,https://www.hltv.org/matches/2376496/g2-vs-eternal-fire-iem-rio-2024
2024-10-07,2024_s2,train,11251,Eternal Fire,Astralis,11,13,0,bo1,LAN,2376225,https://www.hltv.org/matches/2376225/eternal-fire-vs-astralis-iem-rio-2024
2024-09-22,2024_s2,train,11251,Eternal Fire,Natus Vincere,2,3,0,bo5,LAN,2375428,https://www.hltv.org/matches/2375428/eternal-fire-vs-natus-vincere-esl-pro-league-season-20
2024-09-21,2024_s2,train,11251,Eternal Fire,MIBR,2,0,1,bo3,LAN,2375426,https://www.hltv.org/matches/2375426/mibr-vs-eternal-fire-esl-pro-league-season-20
2024-09-19,2024_s2,train,11251,Eternal Fire,Vitality,2,1,1,bo3,LAN,2375423,https://www.hltv.org/matches/2375423/vitality-vs-eternal-fire-esl-pro-league-season-20
2024-09-18,2024_s2,train,11251,Eternal Fire,The MongolZ,2,1,1,bo3,LAN,2375418,https://www.hltv.org/matches/2375418/eternal-fire-vs-the-mongolz-esl-pro-league-season-20
2024-09-07,2024_s2,train,11251,Eternal Fire,Natus Vincere,0,2,0,bo3,LAN,2375386,https://www.hltv.org/matches/2375386/eternal-fire-vs-natus-vincere-esl-pro-league-season-20
2024-09-04,2024_s2,train,11251,Eternal Fire,Sangal,2,0,1,bo3,LAN,2375368,https://www.hltv.org/matches/2375368/eternal-fire-vs-sangal-esl-pro-league-season-20
2024-09-03,2024_s2,train,11251,Eternal Fire,FlyQuest,2,0,1,bo3,LAN,2375350,https://www.hltv.org/matches/2375350/flyquest-vs-eternal-fire-esl-pro-league-season-20
2024-09-01,2024_s2,train,11251,Eternal Fire,Spirit,0,3,0,bo5,LAN,2375024,https://www.hltv.org/matches/2375024/spirit-vs-eternal-fire-betboom-dacha-belgrade-season-2
2024-08-31,2024_s2,train,11251,Eternal Fire,MOUZ,2,0,1,bo3,LAN,2375023,https://www.hltv.org/matches/2375023/mouz-vs-eternal-fire-betboom-dacha-belgrade-season-2
2024-08-31,2024_s2,train,11251,Eternal Fire,paiN,2,0,1,bo3,LAN,2375022,https://www.hltv.org/matches/2375022/eternal-fire-vs-pain-betboom-dacha-belgrade-season-2
2024-08-30,2024_s2,train,11251,Eternal Fire,FURIA,2,1,1,bo3,LAN,2375019,https://www.hltv.org/matches/2375019/eternal-fire-vs-furia-betboom-dacha-belgrade-season-2
2024-08-29,2024_s2,train,11251,Eternal Fire,HEROIC,2,0,1,bo3,LAN,2375015,https://www.hltv.org/matches/2375015/heroic-vs-eternal-fire-betboom-dacha-belgrade-season-2
2024-08-28,2024_s2,train,11251,Eternal Fire,MOUZ,0,2,0,bo3,LAN,2375011,https://www.hltv.org/matches/2375011/mouz-vs-eternal-fire-betboom-dacha-belgrade-season-2
2024-08-27,2024_s2,train,11251,Eternal Fire,Falcons,2,0,1,bo3,ONLINE,2375069,https://www.hltv.org/matches/2375069/eternal-fire-vs-falcons-iem-rio-2024-europe-closed-qualifier
2024-08-27,2024_s2,train,11251,Eternal Fire,FURIA,17,19,0,bo1,LAN,2374952,https://www.hltv.org/matches/2374952/eternal-fire-vs-furia-betboom-dacha-belgrade-season-2-play-in
2024-08-26,2024_s2,train,11251,Eternal Fire,9 Pandas,2,0,1,bo3,LAN,2374949,https://www.hltv.org/matches/2374949/eternal-fire-vs-9-pandas-betboom-dacha-belgrade-season-2-play-in
2024-08-26,2024_s2,train,11251,Eternal Fire,Cloud9,2,0,1,bo3,ONLINE,2375064,https://www.hltv.org/matches/2375064/eternal-fire-vs-cloud9-iem-rio-2024-europe-closed-qualifier
2024-08-26,2024_s2,train,11251,Eternal Fire,B8,2,0,1,bo3,ONLINE,2375061,https://www.hltv.org/matches/2375061/eternal-fire-vs-b8-iem-rio-2024-europe-closed-qualifier
2024-08-25,2024_s2,train,11251,Eternal Fire,Aurora,2,1,1,bo3,LAN,2374941,https://www.hltv.org/matches/2374941/eternal-fire-vs-aurora-betboom-dacha-belgrade-season-2-play-in
2024-08-09,2024_s2,train,11251,Eternal Fire,The MongolZ,1,2,0,bo3,LAN,2374274,https://www.hltv.org/matches/2374274/the-mongolz-vs-eternal-fire-iem-cologne-2024-play-in
2024-08-08,2024_s2,train,11251,Eternal Fire,Complexity,0,2,0,bo3,LAN,2374263,https://www.hltv.org/matches/2374263/complexity-vs-eternal-fire-iem-cologne-2024-play-in
2024-08-07,2024_s2,train,11251,Eternal Fire,Falcons,2,1,1,bo3,LAN,2373995,https://www.hltv.org/matches/2373995/eternal-fire-vs-falcons-iem-cologne-2024-play-in
2024-07-28,2024_s2,train,11251,Eternal Fire,The MongolZ,0,2,0,bo3,LAN,2373613,https://www.hltv.org/matches/2373613/eternal-fire-vs-the-mongolz-skyesports-championship-2024
2024-07-26,2024_s2,train,11251,Eternal Fire,3DMAX,16,14,1,bo1,LAN,2373600,https://www.hltv.org/matches/2373600/eternal-fire-vs-3dmax-skyesports-championship-2024
2024-07-25,2024_s2,train,11251,Eternal Fire,AMKAL,13,5,1,bo1,LAN,2373594,https://www.hltv.org/matches/2373594/eternal-fire-vs-amkal-skyesports-championship-2024
2024-07-24,2024_s2,train,11251,Eternal Fire,DMS,13,6,1,bo1,LAN,2373588,https://www.hltv.org/matches/2373588/eternal-fire-vs-dms-skyesports-championship-2024
2024-07-24,2024_s2,train,11251,Eternal Fire,Revenant,13,6,1,bo1,LAN,2373582,https://www.hltv.org/matches/2373582/eternal-fire-vs-revenant-skyesports-championship-2024
2024-06-06,2024_s1,train,11251,Eternal Fire,BetBoom,11,13,0,bo1,LAN,2372727,https://www.hltv.org/matches/2372727/eternal-fire-vs-betboom-yalla-compass-2024
2024-06-06,2024_s1,train,11251,Eternal Fire,BIG,13,6,1,bo1,LAN,2372724,https://www.hltv.org/matches/2372724/big-vs-eternal-fire-yalla-compass-2024
2024-06-06,2024_s1,train,11251,Eternal Fire,FURIA,7,13,0,bo1,LAN,2372721,https://www.hltv.org/matches/2372721/furia-vs-eternal-fire-yalla-compass-2024
2024-06-05,2024_s1,train,11251,Eternal Fire,fnatic,5,13,0,bo1,LAN,2372710,https://www.hltv.org/matches/2372710/fnatic-vs-eternal-fire-yalla-compass-2024
2024-06-05,2024_s1,train,11251,Eternal Fire,Complexity,13,16,0,bo1,LAN,2372700,https://www.hltv.org/matches/2372700/complexity-vs-eternal-fire-yalla-compass-2024
2024-05-23,2024_s1,train,11251,Eternal Fire,Liquid,3,1,1,bo5,ONLINE,2372096,https://www.hltv.org/matches/2372096/liquid-vs-eternal-fire-cct-global-finals-2024
2024-05-22,2024_s1,train,11251,Eternal Fire,GamerLegion,2,0,1,bo3,ONLINE,2372095,https://www.hltv.org/matches/2372095/eternal-fire-vs-gamerlegion-cct-global-finals-2024
2024-05-21,2024_s1,train,11251,Eternal Fire,BetBoom,2,1,1,bo3,ONLINE,2372092,https://www.hltv.org/matches/2372092/eternal-fire-vs-betboom-cct-global-finals-2024
2024-05-16,2024_s1,train,11251,Eternal Fire,SAW,2,0,1,bo3,ONLINE,2372073,https://www.hltv.org/matches/2372073/saw-vs-eternal-fire-cct-global-finals-2024
2024-05-16,2024_s1,train,11251,Eternal Fire,PARIVISION,2,0,1,bo3,ONLINE,2372071,https://www.hltv.org/matches/2372071/eternal-fire-vs-parivision-cct-global-finals-2024
2024-04-27,2024_s1,train,11251,Eternal Fire,SAW,0,2,0,bo3,LAN,2371488,https://www.hltv.org/matches/2371488/saw-vs-eternal-fire-esl-pro-league-season-19
2024-04-26,2024_s1,train,11251,Eternal Fire,FaZe,1,2,0,bo3,LAN,2371485,https://www.hltv.org/matches/2371485/faze-vs-eternal-fire-esl-pro-league-season-19
2024-04-25,2024_s1,train,11251,Eternal Fire,fnatic,2,1,1,bo3,LAN,2371482,https://www.hltv.org/matches/2371482/fnatic-vs-eternal-fire-esl-pro-league-season-19
2024-04-24,2024_s1,train,11251,Eternal Fire,Imperial,2,1,1,bo3,LAN,2371478,https://www.hltv.org/matches/2371478/eternal-fire-vs-imperial-esl-pro-league-season-19
2024-04-23,2024_s1,train,11251,Eternal Fire,Astralis,0,2,0,bo3,LAN,2371476,https://www.hltv.org/matches/2371476/astralis-vs-eternal-fire-esl-pro-league-season-19
2024-04-20,2024_s1,train,11251,Eternal Fire,Sashi,1,2,0,bo3,ONLINE,2371663,https://www.hltv.org/matches/2371663/eternal-fire-vs-sashi-esports-world-cup-2024-europe-closed-qualifier
2024-04-19,2024_s1,train,11251,Eternal Fire,Sashi,2,0,1,bo3,ONLINE,2371660,https://www.hltv.org/matches/2371660/eternal-fire-vs-sashi-esports-world-cup-2024-europe-closed-qualifier
2024-04-19,2024_s1,train,11251,Eternal Fire,BetBoom,2,1,1,bo3,ONLINE,2371659,https://www.hltv.org/matches/2371659/betboom-vs-eternal-fire-esports-world-cup-2024-europe-closed-qualifier
2024-03-29,2024_s1,train,11251,Eternal Fire,Natus Vincere,0,2,0,bo3,LAN,2370723,https://www.hltv.org/matches/2370723/eternal-fire-vs-natus-vincere-pgl-cs2-major-copenhagen-2024
2024-03-23,2024_s1,train,11251,Eternal Fire,Virtus.pro,2,1,1,bo3,LAN,2370652,https://www.hltv.org/matches/2370652/eternal-fire-vs-virtuspro-pgl-cs2-major-copenhagen-2024
2024-03-22,2024_s1,train,11251,Eternal Fire,FaZe,13,1,1,bo1,LAN,2370646,https://www.hltv.org/matches/2370646/eternal-fire-vs-faze-pgl-cs2-major-copenhagen-2024
2024-03-21,2024_s1,train,11251,Eternal Fire,MOUZ,11,13,0,bo1,LAN,2370636,https://www.hltv.org/matches/2370636/mouz-vs-eternal-fire-pgl-cs2-major-copenhagen-2024
2024-03-21,2024_s1,train,11251,Eternal Fire,Vitality,13,10,1,bo1,LAN,2370630,https://www.hltv.org/matches/2370630/vitality-vs-eternal-fire-pgl-cs2-major-copenhagen-2024
2024-03-19,2024_s1,train,11251,Eternal Fire,GamerLegion,2,1,1,bo3,LAN,2370619,https://www.hltv.org/matches/2370619/eternal-fire-vs-gamerlegion-pgl-cs2-major-copenhagen-2024-opening-stage
2024-03-18,2024_s1,train,11251,Eternal Fire,HEROIC,0,2,0,bo3,LAN,2370615,https://www.hltv.org/matches/2370615/heroic-vs-eternal-fire-pgl-cs2-major-copenhagen-2024-opening-stage
2024-03-17,2024_s1,train,11251,Eternal Fire,paiN,13,2,1,bo1,LAN,2370603,https://www.hltv.org/matches/2370603/eternal-fire-vs-pain-pgl-cs2-major-copenhagen-2024-opening-stage
2024-03-17,2024_s1,train,11251,Eternal Fire,The MongolZ,13,6,1,bo1,LAN,2370596,https://www.hltv.org/matches/2370596/eternal-fire-vs-the-mongolz-pgl-cs2-major-copenhagen-2024-opening-stage
2024-02-17,2024_s1,train,11251,Eternal Fire,BetBoom,2,0,1,bo3,LAN,2369752,https://www.hltv.org/matches/2369752/eternal-fire-vs-betboom-pgl-cs2-major-copenhagen-2024-europe-rmr-a
2024-02-16,2024_s1,train,11251,Eternal Fire,FaZe,0,2,0,bo3,LAN,2369746,https://www.hltv.org/matches/2369746/faze-vs-eternal-fire-pgl-cs2-major-copenhagen-2024-europe-rmr-a
2024-02-15,2024_s1,train,11251,Eternal Fire,Falcons,13,5,1,bo1,LAN,2369736,https://www.hltv.org/matches/2369736/eternal-fire-vs-falcons-pgl-cs2-major-copenhagen-2024-europe-rmr-a
2024-02-14,2024_s1,train,11251,Eternal Fire,G2,13,16,0,bo1,LAN,2369735,https://www.hltv.org/matches/2369735/g2-vs-eternal-fire-pgl-cs2-major-copenhagen-2024-europe-rmr-a
2024-02-14,2024_s1,train,11251,Eternal Fire,Ninjas in Pyjamas,13,11,1,bo1,LAN,2369724,https://www.hltv.org/matches/2369724/eternal-fire-vs-ninjas-in-pyjamas-pgl-cs2-major-copenhagen-2024-europe-rmr-a
2024-02-05,2024_s1,train,11251,Eternal Fire,Natus Vincere,1,2,0,bo3,LAN,2369492,https://www.hltv.org/matches/2369492/natus-vincere-vs-eternal-fire-iem-katowice-2024
2024-02-04,2024_s1,train,11251,Eternal Fire,FaZe,1,2,0,bo3,LAN,2369487,https://www.hltv.org/matches/2369487/eternal-fire-vs-faze-iem-katowice-2024
2024-02-03,2024_s1,train,11251,Eternal Fire,Falcons,2,0,1,bo3,LAN,2369409,https://www.hltv.org/matches/2369409/falcons-vs-eternal-fire-iem-katowice-2024
2024-01-31,2024_s1,train,11251,Eternal Fire,Rebels,2,0,1,bo3,LAN,2369473,https://www.hltv.org/matches/2369473/eternal-fire-vs-rebels-iem-katowice-2024-play-in
2024-01-31,2024_s1,train,11251,Eternal Fire,BetBoom,13,1,1,bo1,LAN,2369401,https://www.hltv.org/matches/2369401/eternal-fire-vs-betboom-iem-katowice-2024-play-in
2024-01-19,2024_s1,train,11251,Eternal Fire,MOUZ,2,1,1,bo3,ONLINE,2369273,https://www.hltv.org/matches/2369273/eternal-fire-vs-mouz-pgl-cs2-major-copenhagen-2024-europe-rmr-closed-qualifier-b
2024-01-18,2024_s1,train,11251,Eternal Fire,IKLA,13,10,1,bo1,ONLINE,2369262,https://www.hltv.org/matches/2369262/eternal-fire-vs-ikla-pgl-cs2-major-copenhagen-2024-europe-rmr-closed-qualifier-b
2024-01-18,2024_s1,train,11251,Eternal Fire,PERA,13,4,1,bo1,ONLINE,2369222,https://www.hltv.org/matches/2369222/eternal-fire-vs-pera-pgl-cs2-major-copenhagen-2024-europe-rmr-closed-qualifier-b
2023-11-26,context_pre_2024_s1,context,11251,Eternal Fire,Monte,0,2,0,bo3,LAN,2368241,https://www.hltv.org/matches/2368241/monte-vs-eternal-fire-esl-challenger-jnkping-2023
2023-11-26,context_pre_2024_s1,context,11251,Eternal Fire,MIBR,2,1,1,bo3,LAN,2368240,https://www.hltv.org/matches/2368240/eternal-fire-vs-mibr-esl-challenger-jnkping-2023
2023-11-25,context_pre_2024_s1,context,11251,Eternal Fire,Nouns,2,0,1,bo3,LAN,2368238,https://www.hltv.org/matches/2368238/nouns-vs-eternal-fire-esl-challenger-jnkping-2023
2023-11-25,context_pre_2024_s1,context,11251,Eternal Fire,TYLOO,2,0,1,bo3,LAN,2368236,https://www.hltv.org/matches/2368236/tyloo-vs-eternal-fire-esl-challenger-jnkping-2023
